Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FD304W,18.77,regular,0.27,Canned,263.8,OUT46U,1994,Medium,Tier 3,Supermarket Type3,1993.74
FD840C,11.78,low,0.28,Snack Foods,77.87,OUT32A,1990,High,Tier 3,Supermarket Type1,2026.49
FD993S,13.96,regular,0.4,Snack Foods,41.22,OUT14A,1994,Small,Tier 3,Supermarket Type3,2219.22
FD656H,18.18,regular,0.06,Frozen Foods,171.75,OUT73I,2001,Medium,Tier 3,Supermarket Type2,1855.81
FD266U,12.64,regular,0.3,Breakfast,119.08,OUT68P,1993,Small,Tier 2,Supermarket Type1,762.43
FD790W,20.2,low,0.25,Canned,87.87,OUT34L,2004,Medium,Tier 3,Supermarket Type2,1868.87
FD785G,9.62,regular,0.31,Others,81.71,OUT33I,2000,,Tier 2,Supermarket Type2,1253.38
FD341C,20.11,low,0.2,Breads,83.07,OUT44V,1994,Medium,Tier 2,Grocery Store,610.36
FD163Q,10.33,regular,0.04,Fruits and Vegetables,100.47,OUT25D,1994,High,Tier 1,Supermarket Type2,1921.89
FD754S,17.82,regular,0.38,Canned,78.69,OUT57N,1992,High,Tier 1,Supermarket Type2,1768.05
FD865M,8.31,NA,0.15,Health and Hygiene,79.1,OUT57A,2007,Small,Tier 2,Supermarket Type3,2184.25
FD994Y,14.54,low,0.09,Seafood,142.21,OUT20H,1999,High,Tier 3,Supermarket Type1,1987.79
FD617M,13.22,low,0.26,Hard Drinks,122.21,OUT83I,1989,Small,Tier 3,Grocery Store,728.9
FD310T,12.81,regular,0.2,Canned,60.9,OUT84F,1987,Small,Tier 3,Supermarket Type3,1433.8
FD525D,18.99,low,0.23,Breakfast,119.69,OUT82D,2002,Small,Tier 3,Supermarket Type3,2280.36
FD936A,8.46,regular,0.2,Breakfast,218.66,OUT37L,1987,Medium,Tier 2,Grocery Store,694.93
FD654D,10.26,regular,0.28,Snack Foods,240.49,OUT18E,1986,,Tier 1,Supermarket Type2,2609.45
FD846P,21.14,regular,0.22,Meat,101.43,OUT63X,1997,Small,Tier 3,Supermarket Type1,1197.1
FD777I,12.08,regular,0.19,Breakfast,72.69,OUT27P,1996,Small,Tier 3,Supermarket Type3,2393.52
FD845O,11.33,low,0.18,Frozen Foods,96.8,OUT10W,1985,High,Tier 1,Supermarket Type3,2881.92
FD943O,15.03,regular,0.23,Meat,235.03,OUT41D,1996,High,Tier 2,Supermarket Type3,3807.07
FD132Z,5.53,regular,0.02,Dairy,199.16,OUT94A,2004,High,Tier 1,Supermarket Type1,1168.5
FD708C,10.2,low,0.07,Fruits and Vegetables,114.13,OUT67M,2006,Small,Tier 1,Supermarket Type1,724.79
FD339I,15.58,low,0.14,Snack Foods,49.13,OUT37W,2009,Medium,Tier 2,Grocery Store,872.42
FD689U,10.73,low,0.03,Snack Foods,257.18,OUT83M,2009,Small,Tier 3,Supermarket Type2,1316.12
FD633O,20.69,low,0.32,Breads,66.28,OUT62T,1993,Small,Tier 3,Supermarket Type2,1866.58
FD148W,18.12,low,0.02,Snack Foods,75.71,OUT92Q,1997,High,Tier 2,Supermarket Type3,3119.98
FD485L,17.94,regular,0.24,Breads,205.16,OUT78E,1992,Small,Tier 2,Supermarket Type3,2053.53
FD675A,15.46,NA,0.36,Health and Hygiene,206.81,OUT63J,2001,Medium,Tier 1,Supermarket Type1,1200.86
FD438P,12.2,regular,0.07,Dairy,229.72,OUT20C,1996,Medium,Tier 1,Supermarket Type1,1247.91
FD789M,16.81,NA,0.33,Household,112.04,OUT87C,1987,Medium,Tier 2,Grocery Store,712.11
FD410A,,low,0.13,Baking Goods,65.21,OUT37M,2008,Small,Tier 2,Supermarket Type3,2236.11
FD820N,6.74,regular,0.06,Frozen Foods,142.88,OUT60P,2002,High,Tier 3,Supermarket Type1,1913.09
FD764W,16.33,regular,0.03,Breads,60.34,OUT49Q,1996,Medium,Tier 3,Supermarket Type3,1757.97
FD879U,9.61,regular,0.11,Seafood,188.6,OUT36X,1995,High,Tier 2,Grocery Store,1162.23
FD116Q,12.01,low,0.39,Starchy Foods,241.62,OUT80L,2003,High,Tier 1,Supermarket Type1,1827.27
FD335Y,8.61,regular,0.13,Starchy Foods,109.41,OUT82P,2000,Small,Tier 2,Supermarket Type1,695.08
FD857F,,regular,0.3,Breads,162.42,OUT68K,2008,High,Tier 3,Supermarket Type3,3019.21
FD600L,9.2,low,0.05,Hard Drinks,150.56,OUT79P,1986,High,Tier 3,Supermarket Type1,1970.63
FD240O,6.7,low,0.04,Snack Foods,116.16,OUT39E,2007,Small,Tier 2,Grocery Store,788.19
FD482D,13.18,low,0.09,Dairy,42.84,OUT89O,2006,High,Tier 2,Supermarket Type1,1684.91
FD664A,18.74,regular,0.24,Seafood,253.39,OUT11B,2001,Small,Tier 3,Grocery Store,805.09
FD790B,12.5,regular,0.12,Soft Drinks,77.46,OUT32G,1988,High,Tier 3,Grocery Store,1036.03
FD358W,19.68,low,0.38,Dairy,228.88,OUT44Y,1997,High,Tier 3,Supermarket Type1,1975.84
FD349S,11.05,NA,0.04,Household,166.99,OUT38T,2006,Medium,Tier 3,Supermarket Type3,3059.58
FD486J,18.61,NA,0.18,Household,162.81,OUT70D,2005,Medium,Tier 2,Grocery Store,938.12
FD760Y,6.94,low,0.31,Fruits and Vegetables,113.05,OUT52K,1988,Medium,Tier 2,Grocery Store,577.44
FD586R,10.57,low,0.23,Snack Foods,35.04,OUT15E,2006,High,Tier 3,Supermarket Type1,1251.44
FD312L,18.72,low,0.15,Soft Drinks,163.81,OUT28W,2007,Medium,Tier 1,Supermarket Type1,880.58
FD346K,6.8,low,0.12,Others,215.62,OUT59R,2002,Small,Tier 3,Supermarket Type2,1761.01
FD180G,13.96,regular,0.16,Breads,88.54,OUT54D,1988,High,Tier 3,Supermarket Type1,2004.77
FD887N,5.55,low,0.26,Starchy Foods,103.85,OUT86Z,2009,Medium,Tier 3,Grocery Store,1017.69
FD333W,10.24,low,0.18,Breads,207.18,OUT80Y,1998,Medium,Tier 2,Supermarket Type2,1901.39
FD917P,5.0,regular,0.09,Canned,113.57,OUT19F,1993,High,Tier 2,Grocery Store,964.98
FD424X,6.22,regular,0.15,Dairy,260.83,OUT23F,1985,High,Tier 2,Supermarket Type1,1244.99
FD235F,12.78,regular,0.09,Meat,222.18,OUT33B,1999,Medium,Tier 1,Supermarket Type2,1477.38
FD667F,16.92,low,0.39,Starchy Foods,108.27,OUT86M,1995,Small,Tier 2,Grocery Store,762.49
FD897F,18.22,low,0.02,Others,35.82,OUT81P,2003,Medium,Tier 2,Supermarket Type2,2268.4
FD408R,14.59,regular,0.02,Canned,263.77,OUT73J,1987,Small,Tier 2,Supermarket Type1,1154.18
FD595Y,6.87,regular,0.03,Canned,180.79,OUT19X,1993,Medium,Tier 2,Supermarket Type2,1483.3
FD238T,21.41,NA,0.06,Health and Hygiene,266.55,OUT10Z,1995,Medium,Tier 1,Supermarket Type1,1072.04
FD935P,19.93,regular,0.15,Others,247.36,OUT86I,1994,Medium,Tier 2,Supermarket Type3,2967.99
FD507U,9.04,low,0.11,Breads,239.01,OUT47V,2007,Medium,Tier 1,Supermarket Type3,3067.59
FD936Y,13.52,low,0.28,Seafood,62.89,OUT60X,1988,Medium,Tier 2,Supermarket Type2,2224.96
FD825N,14.05,low,0.07,Baking Goods,69.32,OUT66Z,1994,High,Tier 2,Grocery Store,870.95
FD410P,15.47,NA,0.22,Household,256.79,OUT42Q,1989,Small,Tier 3,Supermarket Type3,1779.25
FD590L,19.87,regular,0.3,Starchy Foods,138.95,OUT61I,2001,Medium,Tier 3,Grocery Store,623.78
FD708O,14.32,low,0.19,Starchy Foods,197.47,OUT20G,2009,High,Tier 3,Supermarket Type2,2888.6
FD145K,17.37,NA,0.17,Health and Hygiene,162.77,OUT92R,2005,High,Tier 3,Supermarket Type1,1958.04
FD200Q,7.18,regular,0.24,Others,155.86,OUT38G,2008,Small,Tier 1,Supermarket Type3,2466.0
FD890R,11.37,NA,0.2,Health and Hygiene,90.21,OUT85S,2001,Medium,Tier 2,Supermarket Type2,2136.39
FD402A,20.84,regular,0.17,Dairy,122.88,OUT20H,2008,Medium,Tier 1,Grocery Store,747.49
FD903N,4.98,regular,0.38,Dairy,60.43,OUT76E,1996,Medium,Tier 2,Supermarket Type2,1646.41
FD563U,,low,0.34,Seafood,36.34,OUT18T,1986,High,Tier 3,Supermarket Type3,3423.06
FD793Z,6.56,low,0.18,Frozen Foods,166.79,OUT31V,1992,High,Tier 1,Supermarket Type2,1672.45
FD573O,21.08,low,0.25,Canned,45.13,OUT61O,1990,High,Tier 2,Supermarket Type2,2861.01
FD728M,5.7,regular,0.3,Canned,132.74,OUT67L,1998,Small,Tier 3,Supermarket Type3,2406.44
FD870T,10.65,low,0.32,Others,248.01,OUT18K,1988,Small,Tier 2,Supermarket Type1,1164.0
FD216Q,17.8,regular,0.25,Canned,143.9,OUT95F,2001,Small,Tier 2,Supermarket Type2,1077.44
FD456W,18.84,regular,0.32,Breads,76.81,OUT68N,1990,High,Tier 1,Supermarket Type3,3472.69
FD344T,20.05,low,0.18,Meat,121.85,OUT24L,1996,Medium,Tier 1,Supermarket Type1,884.33
FD688Y,9.76,regular,0.34,Dairy,267.55,OUT64L,2000,High,Tier 1,Supermarket Type3,2552.3
FD291U,11.7,low,0.38,Canned,138.84,OUT67N,1986,Medium,Tier 1,Supermarket Type3,2285.81
FD934Y,18.82,low,0.27,Hard Drinks,253.11,OUT81G,2005,Small,Tier 1,Supermarket Type3,1892.28
FD960C,12.83,regular,0.28,Seafood,241.7,OUT72K,1987,Medium,Tier 3,Supermarket Type3,2443.35
FD330I,9.32,low,0.23,Fruits and Vegetables,216.52,OUT46K,2009,Small,Tier 2,Supermarket Type2,1485.16
FD374X,13.96,regular,0.34,Breakfast,150.58,OUT79X,2002,High,Tier 1,Grocery Store,782.91
FD853P,15.08,regular,0.37,Snack Foods,257.07,OUT41T,1986,Medium,Tier 1,Supermarket Type1,1548.59
FD986H,8.49,regular,0.32,Breakfast,31.91,OUT40N,2008,Small,Tier 2,Supermarket Type2,1147.08
FD903N,15.92,regular,0.09,Hard Drinks,205.07,OUT36Z,1986,High,Tier 1,Supermarket Type1,1915.52
FD399S,11.85,regular,0.31,Hard Drinks,176.49,OUT83R,2001,Medium,Tier 3,Supermarket Type1,1509.2
FD987P,6.68,low,0.11,Frozen Foods,207.99,OUT26S,1989,Small,Tier 2,Supermarket Type3,2107.99
FD502F,18.17,NA,0.36,Health and Hygiene,135.66,OUT28K,2005,Small,Tier 3,Supermarket Type2,1018.61
FD748Y,13.93,regular,0.14,Soft Drinks,223.61,OUT21Z,2001,Medium,Tier 1,Supermarket Type3,2408.42
FD695A,17.7,regular,0.1,Soft Drinks,57.27,OUT21U,1999,Medium,Tier 2,Supermarket Type3,1761.13
FD944N,21.44,low,0.19,Hard Drinks,252.24,OUT73R,1995,Small,Tier 2,Supermarket Type3,1818.57
FD907V,16.1,regular,0.36,Meat,210.56,OUT97W,1986,High,Tier 2,Supermarket Type1,1465.66
FD978K,12.25,low,0.39,Snack Foods,226.62,OUT66D,1985,Small,Tier 1,Supermarket Type3,2507.73
FD262R,19.35,low,0.16,Starchy Foods,187.63,OUT21P,1996,High,Tier 2,Supermarket Type1,1750.29
FD269D,8.04,low,0.39,Soft Drinks,220.7,OUT60O,1994,High,Tier 3,Supermarket Type2,2043.96
FD101N,6.46,NA,0.32,Health and Hygiene,258.08,OUT71E,1989,High,Tier 1,Grocery Store,1094.87
FD451H,20.95,NA,0.05,Health and Hygiene,100.63,OUT64S,1989,Small,Tier 3,Grocery Store,746.14
FD848Z,16.93,low,0.12,Seafood,166.55,OUT23G,1995,Medium,Tier 1,Supermarket Type1,1003.61
FD756R,6.03,regular,0.34,Hard Drinks,260.26,OUT28E,2001,,Tier 1,Supermarket Type1,1092.12
FD318O,6.65,low,0.36,Fruits and Vegetables,212.31,OUT29A,2004,Medium,Tier 3,Supermarket Type3,2936.2
FD870H,17.58,low,0.24,Breakfast,62.96,OUT85U,1997,Small,Tier 1,Grocery Store,499.79
FD383P,5.67,regular,0.15,Hard Drinks,218.65,OUT20P,2002,Small,Tier 1,Supermarket Type2,1189.46
FD721G,12.73,low,0.12,Meat,205.62,OUT34V,1997,Small,Tier 3,Supermarket Type2,1217.49
FD215P,8.23,low,0.18,Meat,212.95,OUT73O,2004,Medium,Tier 2,Supermarket Type1,951.37
FD496K,12.89,NA,0.05,Household,237.7,OUT63X,2002,Medium,Tier 1,Supermarket Type2,2024.0
FD169A,14.01,regular,0.07,Canned,164.86,OUT43N,1986,Small,Tier 3,Grocery Store,737.48
FD613X,4.98,regular,0.14,Snack Foods,136.56,OUT63B,2007,High,Tier 3,Supermarket Type2,2957.34
FD417F,6.48,low,0.4,Others,161.42,OUT75N,1989,Medium,Tier 1,Supermarket Type1,1168.75
FD547U,21.07,regular,0.22,Breads,93.36,OUT40D,1992,Medium,Tier 3,Grocery Store,956.56
FD723D,16.62,NA,0.17,Household,45.14,OUT49Q,2008,Medium,Tier 3,Grocery Store,619.03
FD818A,18.79,low,0.15,Canned,164.06,OUT30F,1996,High,Tier 1,Grocery Store,1181.32
FD899R,20.03,low,0.26,Soft Drinks,145.17,OUT25X,1985,Small,Tier 3,Supermarket Type2,1675.91
FD369T,21.3,regular,0.29,Breads,223.89,OUT83O,1987,High,Tier 1,Supermarket Type2,2156.2
FD979K,,regular,0.37,Seafood,69.81,OUT31X,1990,Small,Tier 2,Supermarket Type2,1639.94
FD621A,5.11,low,0.06,Soft Drinks,107.65,OUT15A,1992,Small,Tier 3,Grocery Store,711.79
FD283C,21.25,regular,0.24,Snack Foods,122.94,OUT80Z,2007,Medium,Tier 1,Supermarket Type2,1708.11
FD837U,10.63,low,0.13,Starchy Foods,92.39,OUT44E,2003,Small,Tier 2,Supermarket Type2,1166.61
FD923H,8.31,low,0.29,Hard Drinks,116.09,OUT15Z,1987,Small,Tier 1,Grocery Store,733.77
FD666D,10.61,regular,0.02,Breakfast,222.19,OUT11X,1991,Medium,Tier 1,Supermarket Type2,1339.47
FD705F,16.35,regular,0.09,Meat,234.58,OUT35U,2002,Medium,Tier 2,Supermarket Type1,949.4
FD338I,9.88,NA,0.37,Health and Hygiene,248.63,OUT54O,2007,Medium,Tier 1,Grocery Store,760.35
FD969V,20.58,regular,0.09,Fruits and Vegetables,242.02,OUT49G,1991,High,Tier 2,Grocery Store,1254.57
FD828R,6.62,NA,0.4,Health and Hygiene,119.76,OUT21C,1992,Small,Tier 1,Supermarket Type3,1531.9
FD694G,18.91,regular,0.01,Starchy Foods,66.61,OUT74I,2005,High,Tier 1,Supermarket Type3,2276.29
FD233P,21.07,low,0.16,Others,85.3,OUT47Q,1995,Medium,Tier 3,Grocery Store,599.05
FD339E,8.27,regular,0.35,Others,262.49,OUT35I,2009,Medium,Tier 2,Supermarket Type2,1584.56
FD577U,9.09,low,0.21,Frozen Foods,86.72,OUT62H,2002,Small,Tier 2,Grocery Store,729.83
FD371H,17.63,low,0.23,Hard Drinks,187.86,OUT21K,2006,Medium,Tier 2,Supermarket Type3,1829.8
FD193T,12.04,low,0.17,Meat,95.09,OUT41W,1997,Medium,Tier 1,Supermarket Type1,914.36
FD514C,18.44,regular,0.13,Snack Foods,65.55,OUT81V,2002,Small,Tier 1,Supermarket Type2,1432.62
FD224A,5.38,NA,0.38,Health and Hygiene,33.3,OUT17X,1992,Small,Tier 1,Supermarket Type3,1877.01
FD745P,12.25,low,0.21,Dairy,163.66,OUT20L,2003,Medium,Tier 3,Supermarket Type3,2655.3
FD761C,19.77,low,0.35,Soft Drinks,195.34,OUT26F,1995,Small,Tier 1,Grocery Store,716.39
FD687B,5.43,low,0.37,Frozen Foods,45.38,OUT60F,1985,Small,Tier 1,Supermarket Type3,2583.68
FD291R,9.87,regular,0.4,Others,88.69,OUT45C,1989,Medium,Tier 1,Supermarket Type1,1064.55
FD663E,21.02,low,0.39,Snack Foods,245.22,OUT17F,1993,Medium,Tier 2,Supermarket Type2,2034.2
FD916H,10.4,low,0.13,Others,228.38,OUT41O,2002,Small,Tier 3,Supermarket Type3,1946.8
FD900F,12.48,regular,0.29,Fruits and Vegetables,69.0,OUT54K,2001,Medium,Tier 3,Supermarket Type2,1520.47
FD426M,9.4,regular,0.36,Breads,137.45,OUT38B,2009,Small,Tier 1,Supermarket Type2,1498.13
FD885L,11.97,low,0.36,Soft Drinks,43.13,OUT39K,1988,High,Tier 2,Supermarket Type3,2701.25
FD157W,12.23,NA,0.13,Health and Hygiene,255.67,OUT38K,1997,High,Tier 3,Supermarket Type2,2349.36
FD425Z,5.96,low,0.29,Hard Drinks,193.51,OUT99W,2003,Small,Tier 3,Supermarket Type1,708.5
FD956Z,6.81,regular,0.33,Fruits and Vegetables,110.73,OUT73I,1994,High,Tier 1,Supermarket Type1,1439.27
FD338M,12.48,regular,0.26,Canned,234.79,OUT38B,2001,Small,Tier 1,Grocery Store,459.63
FD925I,8.99,low,0.17,Seafood,269.37,OUT53T,1990,High,Tier 1,Supermarket Type2,1986.73
FD821J,12.97,low,0.11,Breads,162.64,OUT24H,1996,Small,Tier 3,Grocery Store,457.05
FD444T,15.64,NA,0.19,Household,251.8,OUT51I,1990,High,Tier 1,Supermarket Type3,3085.29
FD675S,8.28,regular,0.39,Starchy Foods,106.74,OUT88Y,1996,Small,Tier 3,Supermarket Type2,1439.32
FD805S,4.96,NA,0.06,Health and Hygiene,85.08,OUT26L,2008,Medium,Tier 3,Supermarket Type3,2547.51
FD425Z,5.19,regular,0.36,Fruits and Vegetables,158.96,OUT88O,2005,Small,Tier 3,Grocery Store,490.61
FD179P,18.87,regular,0.34,Frozen Foods,91.25,OUT54U,1990,Medium,Tier 3,Supermarket Type1,1164.77
FD314P,14.75,NA,0.18,Household,248.32,OUT98E,1996,Small,Tier 2,Supermarket Type3,2375.77
FD548U,,low,0.03,Soft Drinks,159.9,OUT63K,1998,Small,Tier 2,Grocery Store,498.53
FD203E,21.09,regular,0.18,Seafood,120.57,OUT83P,2009,High,Tier 2,Supermarket Type2,2688.45
FD401B,21.4,NA,0.08,Health and Hygiene,36.67,OUT50Q,1988,Small,Tier 1,Supermarket Type3,2537.6
FD849E,7.78,NA,0.4,Household,176.58,OUT80F,1995,Medium,Tier 1,Supermarket Type1,1211.34
FD721B,,low,0.24,Seafood,33.33,OUT30D,1988,High,Tier 1,Supermarket Type3,2387.29
FD667U,14.9,low,0.13,Breads,269.98,OUT79Q,2006,Medium,Tier 3,Supermarket Type1,1266.63
FD502K,9.0,regular,0.21,Meat,228.53,OUT80F,1989,Small,Tier 1,Supermarket Type1,821.44
FD401Q,9.44,regular,0.1,Snack Foods,228.97,OUT90M,2000,Medium,Tier 1,Grocery Store,849.69
FD753S,8.06,low,0.23,Baking Goods,70.11,OUT20E,1988,Small,Tier 1,Grocery Store,684.38
FD371F,6.89,regular,0.03,Meat,261.22,OUT92I,1997,Medium,Tier 3,Supermarket Type3,2703.76
FD556C,7.14,regular,0.28,Canned,229.11,OUT43C,1999,Medium,Tier 1,Supermarket Type3,2218.07
FD254W,13.22,low,0.11,Soft Drinks,139.98,OUT99Q,1988,High,Tier 1,Supermarket Type2,2521.18
FD666D,8.11,NA,0.39,Household,137.86,OUT59H,1998,High,Tier 1,Supermarket Type3,4092.39
FD504T,,low,0.21,Seafood,95.46,OUT14G,2003,Medium,Tier 1,Supermarket Type3,2277.31
FD316Z,16.93,low,0.2,Dairy,222.03,OUT34I,1986,Small,Tier 1,Supermarket Type3,2289.74
FD251M,17.18,low,0.06,Starchy Foods,210.78,OUT43U,2008,Small,Tier 3,Supermarket Type3,2446.3
FD665U,20.41,NA,0.31,Household,132.31,OUT45H,1999,High,Tier 2,Supermarket Type3,2984.87
FD251K,20.79,regular,0.16,Fruits and Vegetables,113.03,OUT85L,2009,,Tier 1,Grocery Store,648.4
FD452A,8.9,low,0.37,Frozen Foods,158.06,OUT43Y,2005,Medium,Tier 3,Grocery Store,639.22
FD512J,15.83,regular,0.19,Seafood,129.92,OUT89M,2006,Small,Tier 2,Grocery Store,688.31
FD343D,14.66,low,0.2,Others,76.69,OUT70R,1996,Medium,Tier 3,Supermarket Type3,2109.88
FD963F,13.91,regular,0.02,Fruits and Vegetables,269.6,OUT99R,1988,Medium,Tier 2,Supermarket Type2,1736.7
FD892U,6.97,NA,0.21,Health and Hygiene,177.19,OUT44U,1998,High,Tier 2,Supermarket Type2,2796.02
FD858F,6.5,NA,0.37,Household,215.26,OUT76X,1986,Small,Tier 2,Supermarket Type3,2065.76
FD513I,20.4,low,0.07,Canned,85.46,OUT77K,1985,High,Tier 3,Supermarket Type2,2452.69
FD133D,21.17,low,0.31,Canned,113.8,OUT16X,2007,Small,Tier 1,Supermarket Type1,1051.6
FD506O,17.94,regular,0.24,Baking Goods,187.65,OUT25R,1985,Medium,Tier 3,Supermarket Type2,2103.54
FD281E,5.83,NA,0.37,Health and Hygiene,248.0,OUT85J,1996,High,Tier 2,Supermarket Type3,4218.57
FD192S,4.73,low,0.02,Hard Drinks,226.56,OUT13Y,1986,High,Tier 3,Supermarket Type2,2453.2
FD793N,10.9,low,0.3,Canned,45.67,OUT44P,1998,High,Tier 1,Supermarket Type1,2005.16
FD277M,6.11,low,0.26,Fruits and Vegetables,164.63,OUT11O,1993,Small,Tier 3,Supermarket Type3,1649.16
FD570Q,11.92,regular,0.04,Meat,148.54,OUT37D,1994,Medium,Tier 2,Supermarket Type3,3010.61
FD963X,4.61,low,0.21,Others,175.03,OUT81P,2004,High,Tier 3,Grocery Store,845.54
FD444R,6.3,regular,0.36,Meat,123.03,OUT91U,1993,Medium,Tier 1,Grocery Store,670.88
FD883P,8.37,regular,0.3,Soft Drinks,140.08,OUT17Z,2004,Small,Tier 3,Supermarket Type1,882.97
FD771F,6.65,regular,0.11,Others,55.86,OUT47Q,1998,High,Tier 1,Supermarket Type1,1782.75
FD685M,12.15,regular,0.3,Others,180.39,OUT53U,2007,High,Tier 3,Grocery Store,729.54
FD965K,20.56,NA,0.14,Health and Hygiene,148.5,OUT94J,1990,High,Tier 2,Supermarket Type2,1694.76
FD364U,7.56,low,0.26,Meat,173.39,OUT81W,1990,Small,Tier 3,Supermarket Type3,1499.74
FD862T,5.3,low,0.3,Breads,94.42,OUT63Y,1995,Medium,Tier 1,Supermarket Type1,1173.45
FD581D,,regular,0.12,Hard Drinks,120.77,OUT91L,2003,Medium,Tier 1,Supermarket Type2,1931.94
FD988R,5.73,NA,0.17,Household,38.03,OUT58H,1994,High,Tier 1,Supermarket Type1,1738.91
FD450A,17.39,low,0.34,Starchy Foods,150.06,OUT82D,1989,Small,Tier 1,Supermarket Type1,1192.62
FD746L,7.3,low,0.28,Breads,263.23,OUT50O,1986,Medium,Tier 2,Grocery Store,673.87
FD690W,19.11,regular,0.26,Fruits and Vegetables,112.62,OUT30F,2009,Small,Tier 1,Supermarket Type2,1100.81
FD513B,6.9,NA,0.27,Household,133.24,OUT71Y,1985,High,Tier 2,Supermarket Type3,3596.34
FD875H,11.03,low,0.34,Snack Foods,39.48,OUT34B,2006,Small,Tier 2,Supermarket Type2,1676.34
FD419I,10.1,low,0.28,Fruits and Vegetables,127.44,OUT23Y,2001,High,Tier 2,Supermarket Type1,1784.98
FD397D,,low,0.12,Meat,102.16,OUT76M,2001,Small,Tier 2,Grocery Store,626.75
FD467W,18.34,regular,0.31,Breads,117.08,OUT34K,1997,Medium,Tier 2,Supermarket Type1,1402.96
FD316U,9.07,low,0.29,Fruits and Vegetables,127.62,OUT12L,2001,High,Tier 1,Supermarket Type1,1266.49
FD911C,7.51,low,0.05,Canned,212.68,OUT58O,1993,High,Tier 3,Supermarket Type2,2853.21
FD149S,12.77,low,0.01,Snack Foods,103.24,OUT24A,1999,High,Tier 1,Grocery Store,764.24
FD256N,6.8,low,0.04,Others,140.27,OUT98R,2005,Medium,Tier 3,Supermarket Type2,2110.02
FD778H,10.82,regular,0.02,Fruits and Vegetables,240.15,OUT44N,2004,High,Tier 1,Supermarket Type3,3721.01
FD732H,11.21,regular,0.01,Dairy,67.64,OUT46H,1988,High,Tier 3,Grocery Store,837.22
FD306W,20.21,low,0.04,Seafood,178.48,OUT62S,1990,Medium,Tier 3,Supermarket Type1,977.96
FD438P,10.93,regular,0.2,Snack Foods,135.29,OUT10A,2006,High,Tier 2,Supermarket Type1,1922.39
FD898G,,NA,0.31,Household,102.65,OUT19U,2008,Small,Tier 1,Supermarket Type3,1673.01
FD370D,12.8,regular,0.07,Frozen Foods,190.93,OUT16G,1990,Medium,Tier 2,Supermarket Type1,1429.78
FD536V,17.91,regular,0.08,Snack Foods,137.16,OUT24G,2009,High,Tier 2,Supermarket Type2,2903.74
FD274V,12.06,low,0.27,Snack Foods,55.23,OUT55C,2004,High,Tier 3,Supermarket Type1,1827.91
FD216Z,21.09,low,0.35,Soft Drinks,74.86,OUT61D,1993,Medium,Tier 1,Supermarket Type2,1421.65
FD215I,20.26,regular,0.02,Others,51.04,OUT99U,1986,High,Tier 1,Supermarket Type3,3646.91
FD921K,16.34,low,0.18,Canned,66.27,OUT96C,1990,High,Tier 2,Supermarket Type3,2754.86
FD233E,16.03,regular,0.33,Others,57.11,OUT72H,1998,High,Tier 3,Grocery Store,956.97
FD421A,10.18,low,0.38,Breakfast,64.28,OUT96H,2009,Medium,Tier 3,Grocery Store,701.78
FD844P,13.75,NA,0.23,Health and Hygiene,204.12,OUT71W,2006,Medium,Tier 3,Grocery Store,968.32
FD260G,6.31,low,0.11,Others,112.79,OUT70F,1990,Small,Tier 3,Grocery Store,586.03
FD384D,16.57,NA,0.4,Household,225.04,OUT74O,2002,Small,Tier 2,Supermarket Type2,1130.6
FD554Z,16.59,regular,0.22,Others,244.43,OUT83C,1987,Small,Tier 2,Supermarket Type1,988.23
FD863P,14.89,regular,0.13,Seafood,217.13,OUT12G,1997,Small,Tier 2,Supermarket Type2,1159.93
FD733O,8.15,low,0.14,Starchy Foods,138.67,OUT48G,2002,Small,Tier 3,Grocery Store,688.91
FD936O,20.09,regular,0.12,Baking Goods,243.45,OUT68V,2002,Medium,Tier 1,Supermarket Type2,2140.06
FD877Q,5.31,regular,0.39,Seafood,85.09,OUT38A,1995,Small,Tier 1,Supermarket Type3,1735.87
FD146K,9.48,regular,0.11,Hard Drinks,252.54,OUT73I,2007,High,Tier 1,Supermarket Type2,2215.7
FD292H,14.39,low,0.12,Starchy Foods,251.42,OUT60N,1999,High,Tier 1,Supermarket Type2,1817.0
FD748R,17.02,regular,0.03,Baking Goods,161.61,OUT85H,2009,Medium,Tier 1,Grocery Store,624.55
FD643V,15.8,regular,0.17,Breakfast,248.46,OUT16J,1998,Medium,Tier 1,Supermarket Type1,1510.15
FD206Y,19.89,low,0.14,Seafood,85.14,OUT94M,2004,,Tier 1,Supermarket Type1,1147.46
FD880P,19.43,regular,0.22,Breads,254.59,OUT45Z,1995,High,Tier 3,Supermarket Type3,3424.28
FD716S,,regular,0.04,Meat,250.05,OUT75T,2007,Small,Tier 2,Supermarket Type1,724.86
FD831S,10.14,low,0.19,Breads,93.63,OUT97W,2006,Small,Tier 3,Supermarket Type1,773.57
FD879W,18.86,low,0.04,Dairy,161.91,OUT81E,2003,High,Tier 1,Supermarket Type2,2298.06
FD209B,16.93,regular,0.23,Starchy Foods,91.75,OUT58J,1986,Small,Tier 3,Supermarket Type3,2306.04
FD799Q,19.46,low,0.35,Snack Foods,184.61,OUT28D,2007,,Tier 2,Supermarket Type2,1734.94
